,77.63934,12.98359,0
,77.63821,12.98317,0
,77.6379,12.98307,0
,77.6376,12.98294,0
,77.63722,12.98281,0
,77.63687,12.98272,0
,77.63644,12.98264,0
,77.6336,12.98237,0
,77.63342,12.98234,0
,77.63286,12.98227,0
,77.63276,12.98224,0
,77.63262,12.98221,0
,77.63249,12.98217,0
,77.63228,12.98209,0
,77.63195,12.98192,0
,77.63164,12.98172,0
,77.63143,12.98157,0
,77.63137,12.98152,0
,77.63131,12.98158,0
,77.63122,12.9816,0
,77.63117,12.9816,0
,77.63038,12.98148,0
,77.62987,12.98147,0
,77.62968,12.98148,0
,77.62932,12.98153,0
,77.62904,12.9816,0
,77.62802,12.98182,0
,77.62738,12.98193,0
,77.62676,12.98206,0
,77.62657,12.98208,0
,77.62636,12.98207,0
,77.62609,12.98203,0
,77.62569,12.98201,0
,77.62547,12.98199,0
,77.62526,12.98196,0
,77.62386,12.98181,0
,77.62362,12.98176,0
,77.62344,12.9817,0
,77.62329,12.98163,0
,77.62308,12.9815,0
,77.62281,12.98131,0
,77.62261,12.98114,0
,77.62253,12.98106,0
,77.62237,12.98088,0
,77.62216,12.98044,0
,77.62195,12.97994,0
,77.62187,12.97971,0
,77.62179,12.97953,0
,77.62166,12.97927,0
,77.62161,12.97918,0
,77.62148,12.97905,0
,77.6214,12.97899,0
,77.62123,12.9789,0
,77.62084,12.97877,0
,77.62074,12.97871,0
,77.62066,12.97865,0
,77.6204,12.97816,0
,77.62032,12.97783,0
,77.62031,12.97772,0
,77.62031,12.97748,0
,77.62032,12.97706,0
,77.62035,12.97656,0
,77.62035,12.97623,0
,77.62036,12.97605,0
,77.62035,12.97592,0
,77.6202,12.97592,0
,77.62019,12.97593,0
,77.62017,12.97593,0
,77.62006,12.97604,0
,77.61995,12.97619,0
,77.61961,12.97671,0
,77.61923,12.97738,0
,77.61879,12.97824,0
,77.61864,12.97856,0
,77.61851,12.97878,0
,77.61837,12.97911,0
,77.61808,12.97959,0
,77.61788,12.97995,0
,77.61776,12.9801,0
,77.61772,12.98014,0
,77.61768,12.98016,0
,77.61764,12.9802,0
,77.6176,12.98022,0
,77.61754,12.98026,0
,77.61745,12.98029,0
,77.61739,12.98032,0
,77.61642,12.98069,0
,77.61622,12.98075,0
,77.6155,12.98093,0
,77.61457,12.98087,0
,77.61417,12.97975,0
,77.61411,12.97969,0
,77.61404,12.97966,0
,77.61398,12.97965,0
,77.61147,12.98054,0
,77.61107,12.98071,0
,77.61103,12.9807,0
,77.61086,12.98076,0
,77.61083,12.98076,0
,77.61016,12.98098,0
,77.61013,12.9809,0
,77.6101,12.98084,0
,77.60935,12.97874,0
,77.60914,12.9782,0
,77.60887,12.97744,0
,77.60884,12.97737,0
,77.60879,12.9772,0
,77.60878,12.97717,0
,77.60869,12.97719,0
,77.60764,12.97752,0
,77.60712,12.97771,0
,77.60102,12.9797,0
,77.60097,12.97971,0
,77.59779,12.98077,0
,77.59743,12.98091,0
,77.59693,12.98116,0
,77.59688,12.98119,0
,77.59664,12.98127,0
,77.59638,12.98133,0
,77.59603,12.98147,0
,77.59478,12.98187,0
,77.5943,12.98139,0
,77.59237,12.97934,0
,77.59075,12.97769,0
,77.59055,12.97754,0
,77.58979,12.97712,0
,77.58926,12.97685,0
,77.58872,12.9766,0
,77.58804,12.97623,0
,77.58777,12.97604,0
,77.58762,12.97591,0
,77.58743,12.97586,0
,77.58742,12.97582,0
,77.58736,12.97575,0
,77.58733,12.97573,0
,77.5873,12.97572,0
,77.58723,12.97572,0
,77.58721,12.97573,0
,77.5872,12.97573,0
,77.58714,12.97577,0
,77.58713,12.97579,0
,77.5863,12.97547,0
,77.58511,12.97496,0
,77.58483,12.97482,0
,77.58345,12.974,0
,77.58263,12.97349,0
,77.58255,12.97345,0
,77.58171,12.97289,0
,77.58166,12.97285,0
,77.58161,12.97282,0
,77.58114,12.97305,0
,77.58086,12.97316,0
,77.58034,12.97341,0
,77.57943,12.9738,0
,77.57859,12.97419,0
,77.57827,12.97432,0
,77.57822,12.97435,0
,77.5773,12.97475,0
,77.57724,12.97476,0
,77.57714,12.9748,0
,77.57706,12.97484,0
,77.57672,12.97498,0
,77.57666,12.975,0
,77.5763,12.97516,0
,77.5762,12.97519,0
,77.57608,12.9752,0
,77.57602,12.97519,0
,77.5758,12.9751,0
,77.57575,12.97507,0
,77.57569,12.97501,0
,77.57565,12.97492,0
,77.57558,12.97462,0
,77.57554,12.97452,0
,77.57549,12.97446,0
,77.57545,12.97443,0
,77.57539,12.97441,0
,77.57502,12.97433,0
,77.5747,12.9743,0
,77.57452,12.9743,0
,77.57411,12.97433,0
,77.57381,12.97438,0
,77.57212,12.97447,0
,77.57182,12.97445,0
,77.57172,12.97443,0
,77.57159,12.97443,0
,77.57131,12.97447,0
,77.57072,12.97465,0
,77.5706,12.97467,0
,77.57062,12.97479,0
,77.57064,12.97501,0
,77.5707,12.97519,0
,77.57085,12.97553,0
,77.57088,12.97567,0
,77.57091,12.97577,0
,77.57093,12.97617,0
,77.57092,12.97642,0
,77.57082,12.97738,0
,77.56992,12.97756,0
,77.56979,12.9776,0
,77.56973,12.97765,0
,77.56972,12.97767,0
,77.56972,12.97772,0
,77.56982,12.97812,0
,77.56985,12.97828,0
,77.56988,12.9787,0
,77.56989,12.97874,0
,77.56989,12.97878,0
,77.56991,12.97879,0
,77.56991,12.9788,0
,77.56992,12.9788,0
,77.56993,12.97879,0
,77.57014,12.97878,0
,77.57087,12.97871,0
,77.57088,12.97911,0
,77.5709,12.97929,0
,77.57091,12.97947,0
,77.57093,12.97953,0
,77.57097,12.97978,0
,77.57103,12.97994,0
,77.57101,12.97998,0
,77.57101,12.98004,0
,77.57086,12.98034,0
,77.57084,12.98039,0
,77.57076,12.98053,0
,77.57069,12.98067,0
,77.57067,12.98074,0
,77.57064,12.98091,0
,77.57064,12.98105,0
,77.57062,12.98115,0
,77.5706,12.98121,0
,77.57047,12.98139,0
,77.57038,12.98157,0
,77.57035,12.9816,0
,77.5703,12.98173,0
,77.57023,12.98185,0
,77.57009,12.982,0
,77.57001,12.9821,0
,77.56989,12.98222,0
,77.5697,12.98234,0
,77.56959,12.98237,0
,77.56919,12.98244,0
,77.56882,12.98253,0
,77.56865,12.98253,0
,77.56852,12.9825,0
,77.56826,12.98244,0
,77.56668,12.98194,0
,77.56642,12.98188,0
,77.56636,12.98186,0
,77.56622,12.98186,0
,77.56611,12.98188,0
,77.56602,12.98184,0
,77.56598,12.98183,0
,77.56595,12.98183,0
,77.56593,12.98182,0
,77.5659,12.98182,0
,77.5654,12.98189,0
,77.56532,12.98191,0
,77.56477,12.98199,0
,77.56464,12.98192,0
,77.5646,12.98188,0
,77.56449,12.98173,0
,77.56444,12.98169,0
,77.56445,12.98085,0
,77.56446,12.98077,0
,77.56446,12.98029,0
,77.56447,12.9801,0
,77.56447,12.97968,0
,77.56446,12.97956,0
,77.56446,12.97932,0
,77.56448,12.97925,0
,77.56448,12.97919,0
,77.5645,12.97914,0
,77.5645,12.97912,0
,77.56456,12.97894,0
,77.56485,12.97819,0
,77.56491,12.97797,0
,77.56491,12.97783,0
,77.56489,12.97767,0
,77.56476,12.97701,0
,77.56473,12.9769,0
,77.56466,12.97655,0
,77.56462,12.9763,0
,77.56452,12.97584,0
,77.56469,12.97566,0
,77.56536,12.97523,0
,77.56591,12.97479,0
,77.56608,12.97457,0
,77.56619,12.97436,0
,77.56632,12.97397,0
,77.56644,12.97346,0
,77.56648,12.97323,0
,77.56679,12.97193,0
,77.56685,12.97176,0
,77.56687,12.97173,0
,77.56693,12.97159,0
,77.56693,12.97156,0
,77.56694,12.9715,0
,77.56694,12.97146,0
,77.5669,12.97136,0
,77.56667,12.97089,0
,77.56657,12.97074,0
,77.56658,12.97073,0
,77.56658,12.97066,0
,77.56657,12.97066,0
,77.56657,12.97064,0
,77.56655,12.97063,0
,77.56655,12.97062,0
,77.56653,12.97062,0
,77.56653,12.97061,0
,77.56651,12.97061,0
,77.5665,12.9706,0
,77.56648,12.9706,0
,77.56644,12.97062,0
,77.56643,12.97062,0
,77.56643,12.97063,0
,77.56642,12.97063,0
,77.56641,12.97065,0
,77.5664,12.97065,0
,77.56636,12.97058,0
,77.56627,12.97047,0
,77.56565,12.9698,0
,77.56556,12.96968,0
,77.56477,12.96884,0
,77.56446,12.96847,0
,77.56403,12.96785,0
,77.56354,12.96718,0
,77.56302,12.96638,0
,77.56279,12.966,0
,77.56244,12.96546,0
,77.56242,12.96544,0
,77.56195,12.96476,0
,77.56181,12.96461,0
,77.56115,12.96375,0
,77.56104,12.96362,0
,77.55997,12.96222,0
,77.55991,12.96213,0
,77.55953,12.96163,0
,77.55934,12.96144,0
,77.5593,12.96137,0
,77.55928,12.96118,0
,77.55916,12.96114,0
,77.55886,12.96109,0
,77.55848,12.96101,0
,77.55843,12.96099,0
,77.55829,12.96096,0
,77.55805,12.96089,0
,77.55796,12.96085,0
,77.55795,12.96085,0
,77.55776,12.96075,0
,77.55754,12.96061,0
,77.5574,12.96054,0
,77.55737,12.96054,0
,77.55735,12.96053,0
,77.5573,12.96053,0
,77.55725,12.96049,0
,77.5562,12.95978,0
,77.55594,12.95953,0
,77.55543,12.95876,0
,77.5553,12.95861,0
,77.55524,12.95855,0
,77.55507,12.95841,0
,77.5548,12.95826,0
,77.55453,12.95815,0
,77.55404,12.95798,0
,77.55376,12.95791,0
,77.55206,12.95736,0
,77.55146,12.95715,0
,77.55117,12.95707,0
,77.55075,12.95696,0
,77.54851,12.95659,0
,77.54825,12.95653,0
,77.54718,12.95635,0
,77.54703,12.95631,0
,77.54689,12.95626,0
,77.54667,12.95616,0
,77.54653,12.95608,0
,77.54631,12.95598,0
,77.54611,12.95587,0
,77.54566,12.95559,0
,77.54509,12.95521,0
,77.54492,12.95508,0
,77.54488,12.95504,0
,77.5448,12.95498,0
,77.54436,12.95459,0
,77.54415,12.95438,0
,77.54405,12.9543,0
,77.54404,12.95428,0
,77.54401,12.95427,0
,77.54381,12.95411,0
,77.54364,12.954,0
,77.54345,12.9539,0
,77.54318,12.95378,0
,77.54306,12.95374,0
,77.54299,12.95373,0
,77.54276,12.95367,0
,77.54245,12.95356,0
,77.54236,12.95352,0
,77.54225,12.95345,0
,77.54215,12.95336,0
,77.54188,12.95309,0
,77.5417,12.95295,0
,77.54157,12.95288,0
,77.54147,12.95278,0
,77.54141,12.95268,0
,77.54139,12.95266,0
,77.54137,12.95265,0
,77.54134,12.95261,0
,77.54127,12.95255,0
,77.54115,12.95246,0
,77.5406,12.95211,0
,77.54028,12.95192,0
,77.54,12.95171,0
,77.53918,12.95118,0
,77.53881,12.951,0
,77.53822,12.95081,0
,77.5381,12.95074,0
,77.53787,12.95051,0
,77.53781,12.9503,0
,77.53779,12.95017,0
,77.5378,12.95004,0
,77.53788,12.94956,0
,77.53788,12.94946,0
,77.5379,12.9493,0
,77.53789,12.949,0
,77.5379,12.94893,0
,77.53792,12.94882,0
,77.53794,12.94877,0
,77.53798,12.94871,0
,77.53803,12.94866,0
,77.53807,12.94861,0
,77.53826,12.94847,0
,77.53834,12.94839,0
,77.53843,12.94828,0
,77.53849,12.94816,0
,77.53849,12.94812,0
,77.5385,12.9481,0
,77.53851,12.94801,0
,77.5385,12.94785,0
,77.53846,12.94768,0
,77.53837,12.94739,0
,77.53836,12.94733,0
,77.53834,12.94729,0
,77.53827,12.94706,0
,77.53816,12.94667,0
,77.53804,12.94636,0
