2020-09-13T08:36:07+03:00,24.060429,37.712281,0
2020-09-13T08:36:12+03:00,24.060442,37.712279,0
2020-09-13T08:45:04+03:00,24.065838,37.707745,0
2020-09-13T08:48:04+03:00,24.068185,37.702044,0
2020-09-13T08:51:04+03:00,24.071494,37.696831,0
2020-09-13T08:54:04+03:00,24.074616,37.691409,0
2020-09-13T08:57:04+03:00,24.076635,37.685631,0
2020-09-13T09:00:04+03:00,24.079747,37.68066,0
2020-09-13T09:03:04+03:00,24.082893,37.675392,0
2020-09-13T09:06:04+03:00,24.085967,37.669907,0
2020-09-13T09:09:04+03:00,24.087911,37.664224,0
2020-09-13T09:12:04+03:00,24.089985,37.658402,0
2020-09-13T09:15:04+03:00,24.093352,37.653173,0
2020-09-13T09:18:04+03:00,24.095918,37.647162,0
2020-09-13T09:21:04+03:00,24.10122,37.643245,0
2020-09-13T09:24:04+03:00,24.105649,37.639565,0
2020-09-13T09:27:04+03:00,24.109996,37.635161,0
2020-09-13T09:30:04+03:00,24.114635,37.631752,0
2020-09-13T09:33:04+03:00,24.119294,37.627928,0
2020-09-13T09:36:04+03:00,24.124157,37.623747,0
2020-09-13T09:39:04+03:00,24.128756,37.618975,0
2020-09-13T09:42:04+03:00,24.133375,37.614412,0
2020-09-13T09:45:04+03:00,24.137667,37.609742,0
2020-09-13T09:48:04+03:00,24.141553,37.605022,0
2020-09-13T09:51:04+03:00,24.14464,37.599733,0
2020-09-13T09:54:04+03:00,24.147091,37.594634,0
2020-09-13T09:57:04+03:00,24.143792,37.591683,0
2020-09-13T10:00:04+03:00,24.13775,37.591815,0
2020-09-13T10:03:04+03:00,24.131296,37.591907,0
2020-09-13T10:06:04+03:00,24.124055,37.592504,0
2020-09-13T10:09:04+03:00,24.117559,37.593391,0
2020-09-13T10:12:04+03:00,24.111307,37.593284,0
2020-09-13T10:15:04+03:00,24.105431,37.593772,0
2020-09-13T10:18:04+03:00,24.099047,37.593698,0
2020-09-13T10:21:04+03:00,24.093336,37.594845,0
2020-09-13T10:24:04+03:00,24.087315,37.59618,0
2020-09-13T10:27:04+03:00,24.081129,37.597736,0
2020-09-13T10:30:04+03:00,24.074454,37.599282,0
2020-09-13T10:33:04+03:00,24.067795,37.600918,0
2020-09-13T10:36:04+03:00,24.06157,37.602306,0
2020-09-13T10:39:04+03:00,24.055189,37.60246,0
2020-09-13T10:42:04+03:00,24.048814,37.603427,0
2020-09-13T10:45:04+03:00,24.04283,37.605032,0
2020-09-13T10:48:04+03:00,24.03935,37.60725,0
2020-09-13T10:51:04+03:00,24.035426,37.609744,0
2020-09-13T10:57:04+03:00,24.027293,37.615301,0
2020-09-13T11:00:04+03:00,24.024768,37.616946,0
2020-09-13T11:03:04+03:00,24.029387,37.616239,0
2020-09-13T11:06:04+03:00,24.034044,37.615939,0
2020-09-13T11:09:05+03:00,24.038107,37.615563,0
2020-09-13T11:12:05+03:00,24.042521,37.615079,0
2020-09-13T11:15:05+03:00,24.041163,37.616088,0
2020-09-13T11:18:05+03:00,24.036638,37.619085,0
2020-09-13T11:21:05+03:00,24.032261,37.622214,0
2020-09-13T11:24:05+03:00,24.027712,37.625327,0
2020-09-13T11:27:05+03:00,24.022953,37.628547,0
2020-09-13T11:30:05+03:00,24.019015,37.63154,0
2020-09-13T11:33:05+03:00,24.015277,37.634575,0
2020-09-13T11:36:05+03:00,24.011728,37.637133,0
2020-09-13T11:39:05+03:00,24.00802,37.639994,0
2020-09-13T11:42:05+03:00,24.005445,37.641543,0
2020-09-13T11:45:05+03:00,24.00121,37.644501,0
2020-09-13T11:48:05+03:00,24.005859,37.644229,0
2020-09-13T11:51:05+03:00,24.01192,37.643757,0
2020-09-13T11:54:05+03:00,24.017867,37.643678,0
